Performance Measure,Mean,Standard Deviation
F1_turn,0.38139895,0.015013576
F1_kick,0.5058823,0.0941177
Classification_Accuracy,0.819631,8.624792E-4
Global_F1,0.59480983,0.03585577
Recall_kick,0.63815653,0.19517678
Precision_dash,0.81477296,5.700588E-4
Recall_dash,0.9984013,0.0033605695
Precision_kick,0.4283538,0.040396214
Recall_turn,0.23938492,0.012323499
F1_dash,0.89714813,0.0015639067
Precision_turn,0.9552492,0.022759736

,Cycle0,Cycle1,Cycle2,Cycle3,Cycle4,Cycle5,Cycle6,Cycle7,Cycle8,Cycle9
Filter Time (Seconds),0.346,0.283,0.114,0.118,0.125,0.113,0.117,0.114,0.117,0.112,
Test Time (Minutes),2.1188333333333333,1.9257666666666666,1.9174666666666667,1.9201666666666666,1.9172166666666666,1.9124166666666667,1.9206,1.9125666666666667,1.9077166666666667,1.9104666666666668,
