Performance Measure,Mean,Standard Deviation
Recall kick,0.30555555,0.2611111
Classification Accuracy,0.7985988,0.007852793
Recall dash,0.8781884,0.019274175
F1 dash,0.8746505,0.0030893087
Precision turn,0.56810033,0.01608336
Recall turn,0.5608206,0.06568545
Precision dash,0.8722609,0.025148034
Global F1,0.5643716,0.07296699
F1 turn,0.5614467,0.02546072
F1 kick,0.25701755,0.19035089
Precision kick,0.2514493,0.11811593
