Performance Measure,Cycle0,Cycle1
F1_turn,0.32692307,0.3662907
F1_kick,0.6849316,0.54347825
Classification_Accuracy,0.5339367,0.50229007
Global_F1,0.55036753,0.4994525
Recall_kick,0.5555556,0.8333333
Precision_dash,0.7465691,0.83151513
Recall_dash,0.5589041,0.4555113
Precision_kick,0.89285713,0.4032258
Recall_turn,0.45661157,0.6433566
F1_dash,0.63924795,0.5885886
Precision_turn,0.2546083,0.2560297
