Performance Measure,Mean,Standard Deviation
Recall kick,0.76111114,0.23888886
Classification Accuracy,0.6754577,0.2099126
Recall dash,0.62458134,0.22873414
F1 dash,0.74138516,0.17946774
Precision turn,0.45176667,0.20061427
Recall turn,0.84545827,0.15454173
Precision dash,0.94127965,0.05872035
Global F1,0.64960366,0.25388908
F1 turn,0.57998616,0.20963919
F1 kick,0.62743974,0.37256026
Precision kick,0.5522533,0.4477467
