Performance Measure,Mean,Standard Deviation
Recall kick,0.917094,0.0059829354
Classification Accuracy,0.85066515,0.043542743
Recall dash,0.80782187,0.05564946
F1 dash,0.8916007,0.034231424
Precision turn,0.63899815,0.08103162
Recall turn,0.9758589,0.0028859973
Precision dash,0.9973388,5.630255E-4
Global F1,0.80788743,0.032604635
F1 turn,0.76945335,0.060233474
F1 kick,0.76260835,0.0033490658
Precision kick,0.65266955,0.0018758774
