Performance Measure,Mean,Standard Deviation
Recall kick,0.32222223,0.2777778
Classification Accuracy,0.73202485,0.0010656714
Recall dash,0.80575454,0.032966316
F1 dash,0.82478833,0.003709495
Precision turn,0.4354049,0.01318267
Recall turn,0.512185,0.08299577
Precision dash,0.84716403,0.028643012
Global F1,0.52618164,0.081192076
F1 turn,0.46633703,0.027662992
F1 kick,0.28741944,0.21962285
Precision kick,0.29094076,0.14808363
