Performance Measure,Mean,Standard Deviation
Recall kick,0.0,0.0
Classification Accuracy,0.76752436,0.015255034
Recall dash,0.99828553,7.097721E-4
F1 dash,0.8682465,0.009881258
Precision turn,0.6058974,0.009487212
Recall turn,0.0153564345,0.0056240745
Precision dash,0.76826596,0.015084863
Global F1,0.2993655,2.6899576E-4
F1 turn,0.029849919,0.010688242
F1 kick,0.0,0.0
Precision kick,0.0,0.0
