Performance Measure,Mean,Standard Deviation
Recall kick,0.37222221,0.32777777
Classification Accuracy,0.740752,0.041245937
Recall dash,0.7943798,0.029346764
F1 dash,0.8291657,0.029674232
Precision turn,0.45340145,0.047073364
Recall turn,0.58125365,0.053686082
Precision dash,0.8671404,0.02993989
Global F1,0.5433649,0.10233629
F1 turn,0.5094116,0.05033344
F1 kick,0.29151735,0.22700122
Precision kick,0.2647059,0.14705881
