Performance Measure,Mean,Standard Deviation
Recall kick,0.16410257,0.035897434
Classification Accuracy,0.6936659,0.0042975545
Recall dash,0.84498835,0.0010537505
F1 dash,0.80458546,7.21395E-4
Precision turn,0.36690953,0.048391014
Recall turn,0.2700624,0.037629932
Precision dash,0.767876,0.0021842718
Global F1,0.4558136,0.004044622
F1 turn,0.3111192,0.042369157
F1 kick,0.2517361,0.02951388
Precision kick,0.6535088,0.17982453
