Performance Measure,Cycle0,Cycle1
F1_turn,0.4543974,0.42546335
F1_kick,0.25641024,0.3076923
Classification_Accuracy,0.64796853,0.6233492
Global_F1,0.48477748,0.48468462
Recall_kick,0.16666667,0.18181819
Precision_dash,0.8037895,0.82506764
Recall_dash,0.69166666,0.64008397
Precision_kick,0.5555556,1.0
Recall_turn,0.54439026,0.57641923
F1_dash,0.7435248,0.7208983
Precision_turn,0.3899371,0.33716476
