Performance Measure,Mean,Standard Deviation
Recall kick,0.85811967,0.013675213
Classification Accuracy,0.9228301,0.050721884
Recall dash,0.9293084,0.06451875
F1 dash,0.9503057,0.03475821
Precision turn,0.8292498,0.15029812
Recall turn,0.9086344,0.0124182105
Precision dash,0.9745443,0.0019094944
Global F1,0.84465086,0.05774629
F1 turn,0.8610002,0.08839995
F1 kick,0.72264683,0.05008048
Precision kick,0.6263505,0.067527056
